,loss,binary_crossentropy,auc,val_binary_crossentropy,val_auc,epoch,learning rate,hidden layers
0,0.5073179450547144,0.5064322876502909,0.8210470945453291,0.6020310345256668,0.7141943726325688,3,0.01,"[100, 100]"
1,0.4968693865706582,0.4953908661767372,0.829866081247143,0.6090817461165686,0.7098732107979532,5,0.01,"[100, 100]"
2,0.49109635530686874,0.48849413861545693,0.8355265639217372,0.6113682703758707,0.7105320891686555,10,0.01,"[100, 100]"
3,0.5362651150223139,0.5362465791752561,0.7938820918413503,0.596431021305572,0.7220751550841471,3,0.001,"[100, 100]"
4,0.5249207536060652,0.5248867396856097,0.8030209923489439,0.594686314027638,0.7230346444933813,5,0.001,"[100, 100]"
5,0.49679348088329955,0.49671159918234625,0.8279852509713874,0.6011542631741088,0.7175135587144716,10,0.001,"[100, 100]"
6,0.5336793666234213,0.533676593097896,0.797245225096131,0.5960640396209546,0.7227880629552021,3,0.0001,"[100, 100]"
7,0.531260688093097,0.531255641713039,0.7986822899605357,0.5955912304825436,0.7230233052249276,5,0.0001,"[100, 100]"
8,0.5299911951462585,0.5299844310088077,0.7994356953798777,0.5962847462558595,0.7228757174731331,10,0.0001,"[100, 100]"
9,0.5069253039626933,0.5060303014984343,0.821273092963523,0.6007928917548956,0.7164402485481174,3,0.01,"[100, 100, 100]"
10,0.4971097471748246,0.4956046979060768,0.8296871653036996,0.6083650540769349,0.7148687785495145,5,0.01,"[100, 100, 100]"
11,0.4914003150021035,0.4888273153796903,0.8350515416188476,0.6077854312216948,0.713863859727971,10,0.01,"[100, 100, 100]"
12,0.5363584446682526,0.5363414673453681,0.7938326748880511,0.5960076223875993,0.7224470699996072,3,0.001,"[100, 100, 100]"
13,0.5255452016766643,0.5255109882463694,0.8025706425915283,0.5983036922271475,0.7226546870641923,5,0.001,"[100, 100, 100]"
14,0.5034546786324726,0.5033738293105341,0.8224999250555967,0.6017033160960447,0.7170193747064166,10,0.001,"[100, 100, 100]"
15,0.5337614828745132,0.5337608054208901,0.7971516576790326,0.595941506135161,0.7229390422372519,3,0.0001,"[100, 100, 100]"
16,0.531448125059861,0.5314451208510411,0.7985681289341034,0.5981395097009193,0.7231193682316466,5,0.0001,"[100, 100, 100]"
17,0.5300828198794684,0.5300789397237333,0.799480098276416,0.5969418884719995,0.723351260307399,10,0.0001,"[100, 100, 100]"
18,0.5072488719529136,0.5063660163270512,0.8210805778924941,0.6004317905671006,0.7176047714111838,3,0.01,"[400, 400]"
19,0.49726473396603665,0.49577185612629715,0.8297024519515327,0.6029177830871069,0.7179855659931922,5,0.01,"[400, 400]"
20,0.4914311554870759,0.4888488400223456,0.8354014734891624,0.6078405262208105,0.7146130799404622,10,0.01,"[400, 400]"
21,0.5332249068725675,0.5332043536254467,0.7962707444972782,0.5954134318791732,0.7215914536407821,3,0.001,"[400, 400]"
22,0.5192596526821935,0.5192401647793435,0.8081398585525126,0.594706743588278,0.7234082067155567,5,0.001,"[400, 400]"
23,0.4850844932255463,0.48501563708518014,0.8370091439061015,0.6003578996138482,0.7186225574540359,10,0.001,"[400, 400]"
24,0.5334582474099274,0.5334519025902094,0.7969015516672247,0.5961908512124662,0.7228516112517854,3,0.0001,"[400, 400]"
25,0.5318855686268572,0.5318898932212692,0.7979516280200157,0.5956992357585593,0.7232732005550829,5,0.0001,"[400, 400]"
26,0.5305406489571186,0.5305428075271553,0.799025688724079,0.5956820134512057,0.723037324834759,10,0.0001,"[400, 400]"
27,0.5124763812966563,0.5116583107556238,0.8167366149742261,0.6004450345323874,0.7188145654170097,3,0.01,"[400, 400, 400]"
28,0.5026020683097354,0.5013312531334293,0.8256086916726394,0.6083565196425641,0.7144698694589195,5,0.01,"[400, 400, 400]"
29,0.49755308396399234,0.49567830208796193,0.8303399626578993,0.6149210915999715,0.7095012074377446,10,0.01,"[400, 400, 400]"
30,0.5337125682656281,0.5336997600495845,0.7959374777558281,0.5964102738743383,0.7221571903813577,3,0.001,"[400, 400, 400]"
31,0.5217402268231806,0.521711010376359,0.8059725139872622,0.59550421787347,0.7225321067391823,5,0.001,"[400, 400, 400]"
32,0.49702020911764166,0.49695105192270045,0.8274309045443248,0.601790137412993,0.7208974132689723,10,0.001,"[400, 400, 400]"
33,0.533755448377179,0.5337592193810647,0.7966930253662109,0.5973282405086303,0.7230175346240378,3,0.0001,"[400, 400, 400]"
34,0.5322737287016438,0.5322745253127634,0.7978856834862394,0.5966495943514091,0.7229846418358773,5,0.0001,"[400, 400, 400]"
35,0.53065660127113,0.5306604076184559,0.7990298894976783,0.5970834036484356,0.7233139843837032,10,0.0001,"[400, 400, 400]"
